Name,StartTime,EndTime,Duration(s),Id,ParentId,RootId,fileName,project,qualifiedNameOfFile,userOpName,length,cache,cpuDelta(s),realDelta(s),gc0,gc1,gc2,outputDllFile,buildPhase,stackGuardName,stackGuardCurrentDepth,stackGuardMaxDepth,callerMemberName,callerFilePath,callerLineNumber
ParseAndCheckFile.parseFile,16-50-00.5987,16-50-00.5991,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-bbd2e30c361fb6bd-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1262.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5988,16-50-00.5991,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-5470c49f07ea76ef-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2514.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5989,16-50-00.5994,000.0005,00-e7e3185b61dd18faf9c301d6b4c42a8a-04d23872fed7dd96-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo14.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5991,16-50-00.5995,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-1b007cdc3f69f43d-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1263.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5991,16-50-00.5995,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-ab433eb2f1a6b869-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3758.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5991,16-50-00.5995,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-6f91677d775ee85f-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2515.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5996,16-50-00.6000,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-5a778647285de0ff-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo15.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5996,16-50-00.6000,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-049278b81969cfd9-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1264.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5996,16-50-00.6000,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-b9448b86b558b762-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3759.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.5998,16-50-00.6001,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-a25d32dedbb9296a-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2516.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6000,16-50-00.6004,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-3f60ffd09e177bad-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo16.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6000,16-50-00.6004,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-074c996da5f03fa2-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3760.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6000,16-50-00.6004,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-76f103c61f5284d9-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1265.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6002,16-50-00.6005,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-0212e4a8a6599745-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2517.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6004,16-50-00.6008,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-28b1c517ed85029d-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo17.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6005,16-50-00.6008,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-58ff49a13d1acbbf-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1266.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6005,16-50-00.6008,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-5474bbfdf6b8fb11-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3761.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6006,16-50-00.6009,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-426d10cd0f4a792f-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2518.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6008,16-50-00.6012,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-12727f5767bc6829-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo18.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6009,16-50-00.6012,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-f44a90ce3a695a50-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1267.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6009,16-50-00.6012,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-1c495964bfa2ac38-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3762.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6010,16-50-00.6014,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-0e5771806f169a5c-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2519.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6012,16-50-00.6016,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-c188281d50f8bdd3-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo19.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6013,16-50-00.6016,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-955698dd4a60ae42-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo3763.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6013,16-50-00.6016,000.0004,00-e7e3185b61dd18faf9c301d6b4c42a8a-d08b758c035a468c-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo1268.fs,,,,,,,,,,,,Parse,,,,,,
ParseAndCheckFile.parseFile,16-50-00.6014,16-50-00.6018,000.0003,00-e7e3185b61dd18faf9c301d6b4c42a8a-a8c565158b45e2df-00,00-e7e3185b61dd18faf9c301d6b4c42a8a-1257102cad84ff61-00,e7e3185b61dd18faf9c301d6b4c42a8a,/tmp/perf-test-5000/Foo2520.fs,,,,,,,,,,,,Parse,,,,,,
